Date,Close,High,Low,Open,Volume,EMA_60
2021-05-28,19.119922637939453,19.19090342006557,18.713389241101577,18.752107172296085,29988923,19.119922637939453
2021-05-31,19.061853408813477,19.31351656738696,18.9650592426756,19.14574019867964,17563652,19.11801872878778
2021-06-01,19.755884170532227,19.755884170532227,19.239391178003583,19.265214850993186,48906171,19.138932349828583
2021-06-02,20.414419174194336,20.524173643424774,19.77525767588538,19.788170212594096,64182184,19.18075158997172
2021-06-04,20.840530395507812,20.90509169775239,20.298212108182835,20.382141522061573,41730769,19.23517056720241
2021-06-07,21.33119773864746,21.421584110624952,20.575824719810488,20.84052826425711,67509805,19.30389276954487
2021-06-08,21.182697296142578,21.40220617291402,20.827607519630348,21.189152865084825,81765550,19.36549291795791
2021-06-09,21.473224639892578,22.073648365840842,20.930906615835486,21.09231118828925,101547730,19.434598876054128
2021-06-10,21.3957576751709,21.87351458104516,21.253722554741273,21.692741848573366,56582926,19.49889916454976
2021-06-11,21.143966674804688,21.402213236041852,20.892175684640225,21.331196373458813,26202324,19.55283580423025
2021-06-14,21.072946548461914,21.34410560504343,20.89217244887863,21.266630392995335,26905690,19.602675500762434
2021-06-15,21.072946548461914,21.195613541411326,20.84697927278171,21.150420365314407,19955642,19.650881108883727
2021-06-16,21.492599487304688,21.699195884660927,20.950279933056848,21.098772009253842,75863980,19.711265318012284
2021-06-17,21.240798950195312,22.170487202848985,21.214973888956294,21.73146674256607,56128933,19.761413961690415
2021-06-18,20.85343360900879,21.285997210029453,20.711398528551854,21.14396073437709,46601083,19.797217884553312
2021-06-21,20.950279235839844,21.137508915107798,20.698488271746374,20.80178716458461,31004431,19.835023174759428
2021-06-22,20.679121017456055,20.956737064997643,20.537085905947983,20.808244987623542,46060415,19.862698513864235
2021-06-23,20.530622482299805,21.06002794259334,20.43378058153202,20.692027045441407,32356327,19.884597660370318
2021-06-24,20.537086486816406,20.7888760732112,20.324031720734677,20.76950796545678,26939907,19.905990736647237
2021-06-25,19.885009765625,20.74368009964416,19.76234277436449,20.646838178710784,44105310,19.905302835957983
2021-06-28,19.659038543701172,19.94956562271354,19.40079209622404,19.910829422949334,40825275,19.897228596867595
2021-06-29,19.465354919433594,19.652584550617643,19.258757186815096,19.536373151620325,34621647,19.88306880416484
2021-06-30,19.2393856048584,19.542825184950377,19.22001750692776,19.368508117989418,25504056,19.861964436974464
2021-07-01,19.178030014038086,19.365353992370167,18.939031273761717,19.242625211341412,22975087,19.839540357533927
